# OpenSignals Text File Format. Version 1
# {"20:16:04:12:01:90": {"position": 0, "device": "bitalino_rev", "device name": "20:16:04:12:01:90", "device connection": "BTH20:16:04:12:01:90", "sampling rate": 100, "resolution": [4, 1, 1, 1, 1, 10, 10, 10, 10, 6, 6], "firmware version": 1281, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2025-5-21", "time": "18:52:48.446", "channels": [1, 2, 3, 4, 5, 6], "sensor": ["RAW", "RAW", "RAW", "RAW", "RAW", "RAW"], "label": ["A1", "A2", "A3", "A4", "A5", "A6"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1", "A2", "A3", "A4", "A5", "A6"], "special": [{}, {}, {}, {}, {}, {}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
7	0	0	0	0	519	0	0	561	39	5	
8	0	0	0	0	499	0	0	584	40	5	
9	0	0	0	0	518	0	0	558	39	5	
10	0	0	0	0	498	0	0	548	39	5	
11	0	0	0	0	521	0	0	496	39	5	
12	0	0	0	0	498	83	0	503	40	5	
13	0	0	0	0	521	300	0	567	39	5	
14	0	0	0	0	498	1022	0	552	39	5	
15	0	0	0	0	517	1022	0	493	39	5	
0	0	0	0	0	498	1022	0	499	40	5	
1	0	0	0	0	519	1022	0	512	39	5	
2	0	0	0	0	498	1022	0	492	39	5	
3	0	0	0	0	520	1022	0	512	39	5	
4	0	0	0	0	495	1022	0	497	40	5	
5	0	0	0	0	517	1022	0	487	39	5	
6	0	0	0	0	499	1022	0	518	39	5	
7	0	0	0	0	523	1022	0	492	39	5	
8	0	0	0	0	499	1022	0	495	40	5	
9	0	0	0	0	522	950	0	489	39	5	
10	0	0	0	0	498	772	0	489	39	5	
11	0	0	0	0	519	0	0	507	39	5	
12	0	0	0	0	498	0	0	484	40	5	
13	0	0	0	0	519	0	0	486	39	5	
14	0	0	0	0	496	0	0	580	39	5	
15	0	0	0	0	519	0	0	572	39	5	
0	0	0	0	0	499	0	0	532	40	5	
1	0	0	0	0	516	0	0	534	39	5	
2	0	0	0	0	498	0	0	466	39	5	
3	0	0	0	0	517	0	0	457	39	5	
4	0	0	0	0	499	0	0	476	40	5	
5	0	0	0	0	520	0	0	466	39	5	
6	0	0	0	0	499	39	0	466	39	5	
7	0	0	0	0	519	155	0	502	39	5	
8	0	0	0	0	499	790	0	484	40	5	
9	0	0	0	0	518	1022	0	471	39	5	
10	0	0	0	0	499	1022	0	489	39	5	
11	0	0	0	0	516	1022	0	486	39	5	
12	0	0	0	0	501	1022	0	553	40	5	
13	0	0	0	0	517	1022	0	529	39	5	
14	0	0	0	0	499	1022	0	472	39	5	
15	0	0	0	0	518	1022	0	516	39	5	
0	0	0	0	0	503	1022	0	476	40	5	
1	0	0	0	0	515	1022	0	425	39	5	
2	0	0	0	0	502	1022	0	435	39	5	
3	0	0	0	0	518	1008	0	513	39	5	
4	0	0	0	0	502	902	0	531	40	5	
5	0	0	0	0	517	383	0	504	39	5	
6	0	0	0	0	504	0	0	444	39	5	
7	0	0	0	0	517	0	0	445	40	5	
8	0	0	0	0	503	0	0	468	40	5	
9	0	0	0	0	513	0	0	494	39	5	
10	0	0	0	0	504	0	0	539	39	5	
11	0	0	0	0	515	0	0	472	39	5	
12	0	0	0	0	503	0	0	480	40	5	
13	0	0	0	0	515	0	0	532	39	5	
14	0	0	0	0	505	0	0	574	39	5	
15	0	0	0	0	513	0	0	568	39	5	
0	0	0	0	0	505	0	0	501	40	5	
1	0	0	0	0	513	71	0	475	39	5	
2	0	0	0	0	508	504	0	527	39	5	
3	0	0	0	0	512	1022	0	498	39	5	
4	0	0	0	0	506	1022	0	478	40	5	
5	0	0	0	0	508	1022	0	488	39	5	
6	0	0	0	0	510	1022	0	480	39	5	
7	0	0	0	0	508	1022	0	478	39	5	
8	0	0	0	0	508	1022	0	497	40	5	
9	0	0	0	0	512	1022	0	473	39	5	
10	0	0	0	0	506	1022	0	545	39	5	
11	0	0	0	0	511	1022	0	530	39	5	
12	0	0	0	0	505	1022	0	476	40	5	
13	0	0	0	0	511	1022	0	472	39	5	
14	0	0	0	0	505	988	0	489	39	5	
15	0	0	0	0	510	688	0	478	40	5	
0	0	0	0	0	508	0	0	481	40	5	
1	0	0	0	0	509	0	0	510	39	5	
2	0	0	0	0	507	0	0	478	39	5	
3	0	0	0	0	507	0	0	477	39	5	
4	0	0	0	0	508	0	0	504	40	5	
5	0	0	0	0	506	0	0	491	39	5	
6	0	0	0	0	507	0	0	499	39	5	
7	0	0	0	0	508	0	0	497	40	5	
8	0	0	0	0	508	0	0	491	40	5	
9	0	0	0	0	509	0	0	524	39	5	
10	0	0	0	0	507	0	0	499	39	5	
11	0	0	0	0	509	0	0	488	39	5	
12	0	0	0	0	510	212	0	518	40	5	
13	0	0	0	0	508	816	0	494	40	5	
14	0	0	0	0	508	1022	0	515	39	5	
15	0	0	0	0	505	1022	0	497	39	5	
0	0	0	0	0	510	1022	0	493	40	5	
1	0	0	0	0	508	1022	0	524	39	4	
2	0	0	0	0	508	1022	0	499	39	4	
3	0	0	0	0	508	1022	0	526	39	4	
4	0	0	0	0	509	1022	0	543	40	4	
5	0	0	0	0	509	1022	0	540	39	4	
6	0	0	0	0	505	1022	0	557	39	4	
7	0	0	0	0	509	1022	0	536	39	4	
8	0	0	0	0	507	1022	0	527	40	4	
9	0	0	0	0	509	859	0	535	39	4	
10	0	0	0	0	511	382	0	520	39	4	
11	0	0	0	0	508	0	0	519	39	4	
12	0	0	0	0	507	0	0	511	40	4	
13	0	0	0	0	512	0	0	511	39	4	
14	0	0	0	0	508	0	0	520	39	4	
15	0	0	0	0	508	0	0	512	39	4	
0	0	0	0	0	509	0	0	524	40	4	
1	0	0	0	0	507	0	0	533	39	4	
2	0	0	0	0	509	0	0	572	39	4	
3	0	0	0	0	508	0	0	597	39	4	
4	0	0	0	0	508	0	0	586	40	4	
5	0	0	0	0	510	0	0	570	39	4	
6	0	0	0	0	508	131	0	582	39	4	
7	0	0	0	0	508	563	0	557	40	4	
8	0	0	0	0	507	1022	0	556	40	4	
9	0	0	0	0	510	1022	0	526	39	4	
10	0	0	0	0	507	1022	0	503	39	4	
11	0	0	0	0	507	1022	0	581	39	4	
12	0	0	0	0	507	1022	0	550	40	4	
13	0	0	0	0	508	1022	0	526	39	4	
14	0	0	0	0	508	1022	0	476	39	4	
15	0	0	0	0	510	1022	0	478	39	4	
0	0	0	0	0	505	1022	0	498	40	4	
1	0	0	0	0	507	1022	0	474	40	4	
2	0	0	0	0	507	1022	0	503	39	4	
3	0	0	0	0	508	945	0	472	39	4	
4	0	0	0	0	510	630	0	470	40	4	
5	0	0	0	0	507	0	0	568	39	4	
6	0	0	0	0	510	0	0	543	39	4	
7	0	0	0	0	508	0	0	472	39	4	
8	0	0	0	0	507	0	0	483	40	4	
9	0	0	0	0	509	0	0	480	39	4	
10	0	0	0	0	507	0	0	460	39	4	
11	0	0	0	0	510	0	0	556	39	4	
12	0	0	0	0	510	0	0	532	40	4	
13	0	0	0	0	507	0	0	495	39	4	
14	0	0	0	0	508	0	0	494	39	4	
15	0	0	0	0	508	0	0	527	39	4	
0	0	0	0	0	507	36	0	505	40	4	
1	0	0	0	0	507	246	0	498	39	4	
2	0	0	0	0	508	943	0	525	39	4	
3	0	0	0	0	510	1022	0	511	40	4	
4	0	0	0	0	507	1022	0	520	40	4	
5	0	0	0	0	506	1022	0	515	39	4	
6	0	0	0	0	510	1022	0	508	39	4	
7	0	0	0	0	507	1022	0	547	39	4	
8	0	0	0	0	508	1022	0	534	40	4	
9	0	0	0	0	510	1022	0	527	40	4	
10	0	0	0	0	507	1022	0	599	39	4	
11	0	0	0	0	508	1022	0	611	40	4	
12	0	0	0	0	504	1022	0	599	40	4	
13	0	0	0	0	507	1010	0	545	39	4	
14	0	0	0	0	509	846	0	533	39	4	
15	0	0	0	0	508	274	0	561	39	4	
0	0	0	0	0	505	0	0	499	40	4	
1	0	0	0	0	510	0	0	494	40	4	
2	0	0	0	0	510	0	0	509	39	4	
3	0	0	0	0	507	0	0	493	39	4	
4	0	0	0	0	508	0	0	555	40	4	
5	0	0	0	0	509	0	0	521	39	4	
6	0	0	0	0	509	0	0	512	39	4	
7	0	0	0	0	505	0	0	489	39	4	
8	0	0	0	0	508	0	0	517	40	4	
9	0	0	0	0	506	0	0	496	39	4	
10	0	0	0	0	506	0	0	504	39	4	
11	0	0	0	0	508	91	0	519	39	4	
12	0	0	0	0	510	478	0	595	40	4	
13	0	0	0	0	508	1022	0	524	39	4	
14	0	0	0	0	510	1022	0	582	39	4	
15	0	0	0	0	508	1022	0	577	39	4	
0	0	0	0	0	506	1022	0	505	40	4	
1	0	0	0	0	508	1022	0	475	39	4	
2	0	0	0	0	510	1022	0	512	39	4	
3	0	0	0	0	508	1022	0	551	39	4	
4	0	0	0	0	509	1022	0	513	40	4	
5	0	0	0	0	508	1022	0	461	39	4	
6	0	0	0	0	507	1022	0	466	39	4	
7	0	0	0	0	506	1022	0	498	39	4	
8	0	0	0	0	508	987	0	539	40	4	
9	0	0	0	0	507	739	0	535	39	4	
10	0	0	0	0	506	19	0	484	39	4	
11	0	0	0	0	510	0	0	498	39	4	
12	0	0	0	0	507	0	0	571	40	4	
13	0	0	0	0	507	0	0	577	39	4	
14	0	0	0	0	507	0	0	574	39	4	
15	0	0	0	0	510	0	0	515	39	4	
0	0	0	0	0	508	0	0	514	40	4	
1	0	0	0	0	508	0	0	600	39	4	
2	0	0	0	0	505	0	0	555	39	4	
3	0	0	0	0	506	0	0	544	39	4	
4	0	0	0	0	507	0	0	548	40	4	
5	0	0	0	0	510	0	0	507	39	4	
6	0	0	0	0	505	173	0	507	39	4	
7	0	0	0	0	508	681	0	510	39	4	
8	0	0	0	0	507	1022	0	498	40	4	
9	0	0	0	0	510	1022	0	504	39	4	
10	0	0	0	0	505	1022	0	466	39	4	
11	0	0	0	0	507	1022	0	465	39	4	
12	0	0	0	0	509	1022	0	460	40	4	
13	0	0	0	0	508	1022	0	443	39	4	
14	0	0	0	0	508	1022	0	448	39	4	
15	0	0	0	0	508	1022	0	458	39	4	
0	0	0	0	0	508	1022	0	444	40	4	
1	0	0	0	0	510	1022	0	475	39	4	
2	0	0	0	0	507	1022	0	459	39	4	
3	0	0	0	0	508	868	0	460	39	4	
4	0	0	0	0	507	376	0	505	40	4	
5	0	0	0	0	508	0	0	493	39	4	
6	0	0	0	0	509	0	0	530	39	4	
7	0	0	0	0	509	0	0	513	39	4	
8	0	0	0	0	505	0	0	497	40	4	
9	0	0	0	0	510	0	0	537	39	4	
10	0	0	0	0	507	0	0	505	39	4	
11	0	0	0	0	508	0	0	526	39	4	
12	0	0	0	0	505	0	0	532	40	4	
13	0	0	0	0	509	0	0	523	39	4	
14	0	0	0	0	509	0	0	545	39	4	
15	0	0	0	0	507	0	0	515	39	4	
0	0	0	0	0	509	50	0	492	40	4	
1	0	0	0	0	507	305	0	497	39	4	
2	0	0	0	0	507	1022	0	494	39	4	
3	0	0	0	0	508	1022	0	493	39	4	
4	0	0	0	0	507	1022	0	492	40	4	
5	0	0	0	0	507	1022	0	483	39	4	
6	0	0	0	0	508	1022	0	502	39	4	
7	0	0	0	0	510	1022	0	480	39	4	
8	0	0	0	0	510	1022	0	512	40	4	
9	0	0	0	0	510	1022	0	547	39	4	
10	0	0	0	0	508	1022	0	589	39	4	
11	0	0	0	0	509	1022	0	558	39	4	
12	0	0	0	0	503	1022	0	500	40	4	
13	0	0	0	0	509	885	0	477	39	4	
14	0	0	0	0	509	427	0	478	39	4	
15	0	0	0	0	508	0	0	493	39	4	
0	0	0	0	0	508	0	0	484	40	4	
1	0	0	0	0	507	0	0	489	39	4	
2	0	0	0	0	506	0	0	473	39	4	
3	0	0	0	0	511	0	0	473	39	4	
4	0	0	0	0	510	0	0	554	40	4	
5	0	0	0	0	508	0	0	563	40	4	
6	0	0	0	0	510	0	0	528	39	4	
7	0	0	0	0	507	0	0	497	39	4	
8	0	0	0	0	506	0	0	478	40	4	
9	0	0	0	0	510	0	0	495	39	4	
10	0	0	0	0	508	0	0	484	39	4	
11	0	0	0	0	509	128	0	479	39	4	
12	0	0	0	0	509	583	0	498	40	4	
13	0	0	0	0	507	1022	0	483	39	4	
14	0	0	0	0	507	1022	0	482	39	4	
15	0	0	0	0	508	1022	0	569	39	4	
0	0	0	0	0	506	1022	0	564	40	4	
1	0	0	0	0	508	1022	0	518	39	4	
2	0	0	0	0	509	1022	0	480	39	4	
3	0	0	0	0	509	1022	0	471	39	4	
4	0	0	0	0	505	1022	0	483	40	4	
5	0	0	0	0	509	1022	0	552	40	4	
6	0	0	0	0	506	1022	0	556	39	4	
7	0	0	0	0	509	1022	0	504	39	4	
8	0	0	0	0	508	941	0	515	40	4	
9	0	0	0	0	508	617	0	528	39	4	
10	0	0	0	0	510	0	0	563	39	4	
11	0	0	0	0	511	0	0	524	39	4	
12	0	0	0	0	506	0	0	532	40	4	
13	0	0	0	0	510	0	0	555	39	4	
14	0	0	0	0	506	0	0	505	39	4	
15	0	0	0	0	509	0	0	490	40	4	
0	0	0	0	0	506	0	0	523	40	4	
1	0	0	0	0	508	0	0	505	39	4	
2	0	0	0	0	510	0	0	516	39	4	
3	0	0	0	0	507	0	0	511	39	4	
4	0	0	0	0	505	0	0	497	40	4	
5	0	0	0	0	510	142	0	529	39	4	
6	0	0	0	0	508	639	0	514	39	4	
7	0	0	0	0	514	1022	0	512	39	4	
8	0	0	0	0	508	1022	0	533	40	4	
9	0	0	0	0	507	1022	0	516	39	4	
10	0	0	0	0	506	1022	0	540	39	4	
11	0	0	0	0	507	1022	0	574	39	4	
12	0	0	0	0	510	1022	0	587	40	4	
13	0	0	0	0	508	1022	0	563	39	4	
14	0	0	0	0	510	1022	0	481	39	4	
15	0	0	0	0	507	1022	0	450	39	4	
0	0	0	0	0	507	1022	0	460	40	4	
1	0	0	0	0	510	1022	0	445	39	4	
2	0	0	0	0	507	931	0	476	39	4	
3	0	0	0	0	509	599	0	541	39	4	
4	0	0	0	0	508	0	0	482	40	4	
5	0	0	0	0	507	0	0	455	39	4	
6	0	0	0	0	508	0	0	455	39	4	
7	0	0	0	0	507	0	0	462	39	4	
8	0	0	0	0	507	0	0	468	40	4	
9	0	0	0	0	510	0	0	487	39	4	
10	0	0	0	0	508	0	0	552	39	4	
11	0	0	0	0	508	0	0	548	39	4	
12	0	0	0	0	508	0	0	515	40	4	
13	0	0	0	0	508	0	0	528	39	4	
14	0	0	0	0	505	0	0	537	39	4	
15	0	0	0	0	507	0	0	485	40	4	
0	0	0	0	0	509	110	0	495	40	4	
1	0	0	0	0	508	482	0	570	39	4	
2	0	0	0	0	508	1022	0	531	39	4	
3	0	0	0	0	508	1022	0	487	39	4	
4	0	0	0	0	504	1022	0	490	40	4	
5	0	0	0	0	510	1022	0	524	39	4	
6	0	0	0	0	508	1022	0	531	39	4	
7	0	0	0	0	508	1022	0	532	39	4	
8	0	0	0	0	508	1022	0	511	40	4	
9	0	0	0	0	508	1022	0	480	39	4	
10	0	0	0	0	507	1022	0	493	39	4	
11	0	0	0	0	508	1022	0	583	39	4	
12	0	0	0	0	508	977	0	563	40	4	
13	0	0	0	0	511	708	0	492	39	4	
14	0	0	0	0	507	0	0	495	39	4	
15	0	0	0	0	508	0	0	499	39	4	
0	0	0	0	0	507	0	0	493	40	4	
1	0	0	0	0	507	0	0	590	39	4	
2	0	0	0	0	509	0	0	572	39	4	
3	0	0	0	0	508	0	0	556	39	4	
4	0	0	0	0	506	0	0	493	40	4	
5	0	0	0	0	508	0	0	498	39	4	
6	0	0	0	0	508	0	0	510	39	4	
7	0	0	0	0	508	0	0	492	40	4	
8	0	0	0	0	508	0	0	519	40	4	
9	0	0	0	0	508	0	0	495	39	4	
10	0	0	0	0	507	144	0	532	39	4	
11	0	0	0	0	510	604	0	483	39	4	
12	0	0	0	0	507	1022	0	463	40	4	
13	0	0	0	0	505	1022	0	466	40	4	
14	0	0	0	0	511	1022	0	441	39	4	
15	0	0	0	0	510	1022	0	479	39	4	
0	0	0	0	0	506	1022	0	467	40	4	
1	0	0	0	0	507	1022	0	475	39	4	
2	0	0	0	0	508	1022	0	508	39	4	
3	0	0	0	0	507	1022	0	477	39	4	
4	0	0	0	0	507	1022	0	488	40	4	
5	0	0	0	0	507	1022	0	481	39	4	
6	0	0	0	0	509	1022	0	470	39	4	
7	0	0	0	0	510	869	0	524	40	4	
8	0	0	0	0	508	396	0	499	40	4	
9	0	0	0	0	503	0	0	479	39	4	
10	0	0	0	0	506	0	0	499	39	4	
11	0	0	0	0	508	0	0	483	39	4	
12	0	0	0	0	508	0	0	530	40	4	
13	0	0	0	0	508	0	0	530	39	4	
14	0	0	0	0	508	0	0	524	39	4	
15	0	0	0	0	508	0	0	525	39	4	
0	0	0	0	0	508	0	0	495	40	4	
1	0	0	0	0	508	0	0	483	39	4	
2	0	0	0	0	508	0	0	484	39	4	
3	0	0	0	0	509	33	0	479	39	4	
4	0	0	0	0	508	294	0	501	40	4	
5	0	0	0	0	509	1022	0	478	40	4	
6	0	0	0	0	510	1022	0	476	39	4	
7	0	0	0	0	510	1022	0	505	40	4	
8	0	0	0	0	508	1022	0	576	40	4	
9	0	0	0	0	510	1022	0	563	39	4	
10	0	0	0	0	507	1022	0	500	39	4	
11	0	0	0	0	506	1022	0	460	39	4	
12	0	0	0	0	506	1022	0	460	40	4	
13	0	0	0	0	507	1022	0	484	39	4	
14	0	0	0	0	507	1022	0	465	39	4	
15	0	0	0	0	505	1022	0	463	39	4	
0	0	0	0	0	505	1022	0	487	40	4	
1	0	0	0	0	511	887	0	451	40	4	
2	0	0	0	0	508	431	0	474	39	4	
3	0	0	0	0	509	0	0	550	39	4	
4	0	0	0	0	508	0	0	529	40	4	
5	0	0	0	0	507	0	0	536	39	4	
6	0	0	0	0	507	0	0	469	39	4	
7	0	0	0	0	508	0	0	456	39	4	
8	0	0	0	0	505	0	0	468	40	4	
9	0	0	0	0	511	0	0	516	39	4	
10	0	0	0	0	508	0	0	502	39	4	
11	0	0	0	0	509	0	0	508	39	4	
12	0	0	0	0	506	0	0	459	40	4	
13	0	0	0	0	509	15	0	468	39	4	
14	0	0	0	0	508	225	0	565	39	4	
15	0	0	0	0	510	904	0	540	39	4	
0	0	0	0	0	508	1022	0	527	40	4	
1	0	0	0	0	506	1022	0	563	39	4	
2	0	0	0	0	509	1022	0	553	39	4	
3	0	0	0	0	509	1022	0	514	39	4	
4	0	0	0	0	509	1022	0	495	40	4	
5	0	0	0	0	509	1023	0	489	39	4	
6	0	0	0	0	510	1022	0	579	39	4	
7	0	0	0	0	509	1022	0	546	39	4	
8	0	0	0	0	508	1022	0	526	40	4	
9	0	0	0	0	505	1022	0	482	40	4	
10	0	0	0	0	507	1022	0	489	39	4	
11	0	0	0	0	508	865	0	511	39	4	
12	0	0	0	0	509	369	0	534	40	4	
13	0	0	0	0	508	0	0	545	39	4	
14	0	0	0	0	509	0	0	482	39	4	
15	0	0	0	0	509	0	0	479	39	4	
0	0	0	0	0	507	0	0	494	40	4	
1	0	0	0	0	508	0	0	488	39	4	
2	0	0	0	0	510	0	0	523	39	4	
3	0	0	0	0	508	0	0	495	40	4	
4	0	0	0	0	510	0	0	496	40	4	
5	0	0	0	0	507	0	0	519	39	4	
6	0	0	0	0	507	0	0	502	39	4	
7	0	0	0	0	510	0	0	511	39	4	
8	0	0	0	0	509	177	0	531	40	4	
9	0	0	0	0	507	757	0	532	39	4	
10	0	0	0	0	510	1022	0	555	39	4	
11	0	0	0	0	508	1022	0	522	39	4	
12	0	0	0	0	506	1022	0	519	40	4	
13	0	0	0	0	507	1022	0	550	39	4	
14	0	0	0	0	510	1022	0	510	39	4	
15	0	0	0	0	507	1022	0	530	39	4	
0	0	0	0	0	507	1022	0	507	40	4	
1	0	0	0	0	508	1022	0	595	39	4	
2	0	0	0	0	509	1022	0	639	39	4	
3	0	0	0	0	504	1022	0	570	39	4	
4	0	0	0	0	510	1020	0	554	40	4	
5	0	0	0	0	506	832	0	498	39	4	
6	0	0	0	0	508	258	0	478	39	4	
7	0	0	0	0	508	0	0	494	39	4	
8	0	0	0	0	508	0	0	559	40	4	
9	0	0	0	0	508	0	0	517	39	4	
10	0	0	0	0	508	0	0	534	39	4	
11	0	0	0	0	512	0	0	505	39	4	
12	0	0	0	0	507	0	0	523	40	4	
13	0	0	0	0	505	0	0	500	39	4	
14	0	0	0	0	508	0	0	470	39	4	
15	0	0	0	0	507	0	0	465	39	4	
0	0	0	0	0	507	0	0	482	40	4	
1	0	0	0	0	506	46	0	478	39	4	
2	0	0	0	0	505	338	0	514	39	4	
3	0	0	0	0	506	1022	0	488	39	4	
4	0	0	0	0	506	1022	0	547	40	4	
5	0	0	0	0	510	1022	0	531	39	4	
6	0	0	0	0	507	1022	0	484	39	4	
7	0	0	0	0	508	1022	0	509	39	4	
8	0	0	0	0	507	1022	0	551	40	4	
9	0	0	0	0	509	1022	0	541	39	4	
10	0	0	0	0	507	1022	0	529	39	4	
11	0	0	0	0	508	1022	0	477	39	4	
12	0	0	0	0	508	1022	0	468	40	4	
13	0	0	0	0	507	1022	0	560	39	4	
14	0	0	0	0	510	1020	0	526	39	4	
15	0	0	0	0	510	818	0	500	39	4	
0	0	0	0	0	508	208	0	526	40	4	
1	0	0	0	0	505	0	0	552	39	4	
2	0	0	0	0	512	0	0	532	39	4	
3	0	0	0	0	510	0	0	473	39	4	
